stock_symbol,stock_name,stock_industry,stock_market_cap,stock_risk_level,opinion,stock_ticker_url
SAMINDUS,Sam Industries Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sam-industries-SAM?checklist=basic
SAMBANDAM,Sambandam Spinning Mills Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sambandam-spinning-mills-SAMB?checklist=basic
SAMBHAAV,Sambhaav Media Ltd,Communication Services,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sambhaav-media-SMBH?checklist=basic
SAMKRG,Samkrg Pistons and Rings Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/samkrg-pistons-and-rings-SAMK?checklist=basic
SAMPRE,Sampre Nutritions Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sampre-nutritions-SAMP?checklist=basic
SAMRATFORG,Samrat Forgings Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/samrat-forgings-SAMRA?checklist=basic
SAMRATPH,Samrat Pharmachem Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/samrat-pharmachem-SAMR?checklist=basic
SAMTEX,Samtex Fashions Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/samtex-fashions-SAMT?checklist=basic
SAMYAKINT,Samyak International Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/samyak-international-SAMY?checklist=basic
SANASATECH,Sanasa Tech Feb Ltd,Unknown,nocap,High Risk,bad,https://www.tickertape.in/stocks/sanasa-tech-feb-SAN?checklist=basic
SEL,Sanathnagar Enterprises Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sanathnagar-enterprises-BAK?checklist=basic
SANBLUE,Sanblue Corporation Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sanblue-corporation-SANB?checklist=basic
SANCO,Sanco Industries Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sanco-industries-SANR?checklist=basic
SANCTRN,Sanco Trans Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sanco-trans-SANCT?checklist=basic
SANDESH,Sandesh Ltd,Communication Services,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/sandesh-SNDH?checklist=basic
SANDHAR,Sandhar Technologies Ltd,Consumer Discretionary,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/sandhar-technologies-SNTL?checklist=basic
SANDUPHQ,Sandu Pharmaceuticals Ltd,Consumer Staples,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sandu-pharmaceuticals-SAND?checklist=basic
SANDUMA,Sandur Manganese and Iron Ores Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sandur-manganese-and-iron-ores-SANDU?checklist=basic
SANPA,Sangal Papers Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sangal-papers-SANP?checklist=basic
SANGAMIND,Sangam (India) Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sangam-india-SANG?checklist=basic
SAREL,Sangam Renewables Ltd,Utilities,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sangam-renewables-SAR?checklist=basic
SANGHIIND,Sanghi Industries Ltd,Materials,Smallcap,High Risk,good,https://www.tickertape.in/stocks/sanghi-industries-SNGI?checklist=basic
SBRANDS,Sanghvi Brands Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sanghvi-brands-SBR?checklist=basic
SANGHVIFOR,Sanghvi Forging and Engineering Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sanghvi-forging-and-engineering-SANH?checklist=basic
SANGHVIMOV,Sanghvi Movers Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sanghvi-movers-SNGM?checklist=basic
SANGINITA,Sanginita Chemicals Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sanginita-chemicals-SNGN?checklist=basic
SANKHYAIN,Sankhya Infotech Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sankhya-infotech-SANK?checklist=basic
SANINFRA,Sanmit Infra Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sanmit-infra-SANI?checklist=basic
ZSANMCOM,Sanmitra Commercial Ltd,Industrials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/sanmitra-commercial-ZSAN?checklist=basic
SANOFI,Sanofi India Ltd,Health Care,Midcap,Low Risk,good,https://www.tickertape.in/stocks/sanofi-india-SANO?checklist=basic
SANTETX,Sanrhea Technical Textiles Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sanrhea-technical-textile-SANTE?checklist=basic
SANTOSHF,Santosh Fine Fab Ltd,Consumer Discretionary,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/santosh-fine-fab-SANT?checklist=basic
SANWARIA,Sanwaria Consumer Ltd,Consumer Staples,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sanwaria-consumer-SNWR?checklist=basic
ZSARACOM,Saraswati Commercial (India) Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/saraswati-commercial-india-ZSAR?checklist=basic
SARDAEN,Sarda Energy & Minerals Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sarda-energy-and-minerals-SAEM?checklist=basic
SARDAPPR,Sarda Papers Ltd,Industrials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/sarda-papers-SARD?checklist=basic
SRDAPRT,Sarda Proteins Ltd,Consumer Staples,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/sarda-proteins-SRDA?checklist=basic
SAREGAMA,Saregama India Ltd,Communication Services,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/saregama-india-SARE?checklist=basic
SARLAPOLY,Sarla Performance Fibers Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sarla-performance-fibers-SARL?checklist=basic
SARTHAKGL,Sarthak Global Ltd,Financials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/sarthak-global-SARTH?checklist=basic
SARTHAKIND,Sarthak Industries Ltd,Industrials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/sarthak-industries-SART?checklist=basic
SMLT,Sarthak Metals Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sarthak-metals-SML?checklist=basic
SARUPINDUS,Sarup Industries Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sarup-industries-SARU?checklist=basic
ZSARVAMA,Sarvamangal Marcantile Company Ltd,Industrials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/sarvamangal-mercantile-co-ZSA?checklist=basic
SARVESHWAR,Sarveshwar Foods Ltd,Consumer Staples,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sarveshwar-foods-SRVE?checklist=basic
SARVOTTAM,Sarvottam Finvest Ltd,Financials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/sarvottam-finvest-SARV?checklist=basic
SASHWAT,Sashwat Technocrats Ltd,N/A,nocap,Low Risk,bad,https://www.tickertape.in/stocks/sashwat-technocrats-SAS?checklist=basic
SASKEN,Sasken Technologies Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sasken-technologies-SKCT?checklist=basic
SASTASUNDR,Sastasundar Ventures Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sastasundar-ventures-SAST?checklist=basic
SATINDLTD,Sat Industries Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sat-industries-SATI?checklist=basic
SATHAISPAT,Sathavahana Ispat Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sathavahana-ispat-SATV?checklist=basic
SATIA,Satia Industries Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/satia-industries-SATD?checklist=basic
SATINPP1,Satin Creditcare Network Ltd Partly Paidup,Unknown,nocap,High Risk,bad,https://www.tickertape.in/stocks/satin-creditcare-network-partly-paidup-SAT?checklist=basic
SATIN,Satin Creditcare Network Ltd,Financials,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/satin-creditcare-network-SATR?checklist=basic
SATRAPROP,Satra Properties (India) Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/satra-properties-india-SATRA?checklist=basic
ZSATYASL,Satyam Silk Mills Ltd,Financials,nocap,High Risk,bad,https://www.tickertape.in/stocks/satyam-silk-mills-ZSAT?checklist=basic
SAUMYA,Saumya Consultants Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/saumya-consultants-SAU?checklist=basic
SAURASHCEM,Saurashtra Cement Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/saurashtra-cement-SAUR?checklist=basic
SAVFI,Savani Financials Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/savani-financials-SAVF?checklist=basic
SAVINFOCO,Savant Infocomm Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/savant-infocomm-SAVI?checklist=basic
7TEC,Saven Technologies Ltd,Information Technology,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/saven-technologies-TEC?checklist=basic
SAVERA,Savera Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/savera-industries-SAV?checklist=basic
SOTL,Savita Oil Technologies Ltd,Materials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/savita-oil-technologies-SAOL?checklist=basic
SAWABUSI,Sawaca Business Machines Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sawaca-business-machines-SAW?checklist=basic
SAYAJIHOTL,Sayaji Hotels Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sayaji-hotels-SAY?checklist=basic
SAYAJIIND,Sayaji Industries Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sayaji-industries-SAYA?checklist=basic
SCANPRO,Scan Projects Ltd,Industrials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/scan-projects-SCA?checklist=basic
SCANSTL,Scan Steels Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/scan-steels-SCANS?checklist=basic
SCANDENT,Scandent Imaging Ltd,Health Care,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/scandent-imaging-SCAN?checklist=basic
SCANPGEOM,Scanpoint Geomatics Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/scanpoint-geomatics-SCANP?checklist=basic
SCHABLON,Schablona India Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/schablona-india-SCH?checklist=basic
SCHAEFFLER,Schaeffler India Ltd,Consumer Discretionary,Midcap,Low Risk,good,https://www.tickertape.in/stocks/schaeffler-india-SCHE?checklist=basic
SCHNEIDER,Schneider Electric Infrastructure Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/schneider-electric-infrastructure-SEIN?checklist=basic
SCOOTER,Scooters India Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/scooters-india-SCO?checklist=basic
SEQUENT,SeQuent Scientific Ltd,Health Care,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sequent-scientific-SEQU?checklist=basic
SEAGOLD,Sea Gold Infrastructure Ltd,Real Estate,nocap,Low Risk,bad,https://www.tickertape.in/stocks/sea-gold-infrastructure-SEAG?checklist=basic
SEATV,Sea TV Network Ltd,Communication Services,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sea-tv-network-SEAT?checklist=basic
SEACOAST,Seacoast Shipping Services Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/seacoast-shipping-services-SEA?checklist=basic
SEAMECLTD,Seamec Ltd,Energy,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/seamec-SEAM?checklist=basic
SEASONF,Seasons Furnishings Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/seasons-furnishings-SEASO?checklist=basic
SEASONST,Seasons Textiles Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/seasons-textiles-SEASN?checklist=basic
SECMARK,SecMark Consultancy Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/secmark-consultancy-SECM?checklist=basic
SECURCRED,SecUR Credentials Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/secur-credentials-SECC?checklist=basic
SECURKLOUD,Securekloud Technologies Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/8k-miles-software-services-8KMS?checklist=basic
SEZAL,Sejal Glass Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sejal-glass-SEZA?checklist=basic
SELMCL,Sel Manufacturing Company Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sel-manufacturing-company-SELM?checklist=basic
SELAN,Selan Exploration Technology Ltd,Energy,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/selan-exploration-technology-SELA?checklist=basic
SELLWIN,Sellwin Traders Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/sellwin-traders-SEL?checklist=basic
SENINFO,Senthil Infotek Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/senthil-infotek-SENI?checklist=basic
SERVOTEACH,Servoteach Industries Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/servoteach-industries-SER?checklist=basic
SERVOTECH,Servotech Power Systems Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/servotech-power-systems-SERO?checklist=basic
SESHAPAPER,Seshasayee Paper and Boards Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/seshasayee-paper-and-boards-SSHA?checklist=basic
SETCO,Setco Automotive Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/setco-automotive-SETC?checklist=basic
SETUINFRA,Setubandhan Infrastructure Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/setubandhan-infrastructure-SETU?checklist=basic
SEVENHILL,Seven Hill Industries Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/seven-hill-industries-SEV?checklist=basic
SEYAIND,Seya Industries Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/seya-industries-SEYA?checklist=basic
SHAHALLOYS,Shah Alloys Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shah-alloys-SHAA?checklist=basic
SHAHFOOD,Shah Foods Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shah-foods-SHAHF?checklist=basic
SHAHLON,Shahlon Silk Industries Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shahlon-silk-industries-SHAH?checklist=basic
SHAILY,Shaily Engineering Plastics Ltd,Industrials,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/shaily-engineering-plastics-SHAIL?checklist=basic
SHAIVAL,Shaival Reality Ltd,Real Estate,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shaival-reality-SAIV?checklist=basic
SHAKTIPUMP,Shakti Pumps India Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shakti-pumps-india-SHPU?checklist=basic
SHALBY,Shalby Ltd,Health Care,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shalby-SHAY?checklist=basic
SAHLIBHFI,Shalibhadra Finance Ltd,Financials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shalibhadra-finance-SAHL?checklist=basic
SAGL,Shalimar Agencies Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shalimar-agencies-SAGL?checklist=basic
SHALPAINTS,Shalimar Paints Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shalimar-paints-SHLP?checklist=basic
SHALPRO,Shalimar Productions Ltd,Communication Services,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shalimar-productions-SHALP?checklist=basic
SHALIWIR,Shalimar Wires Industries Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shalimar-wires-industries-SHAL?checklist=basic
SHANGAR,Shangar Decor Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shangar-decor-SHAN?checklist=basic
SRD,Shankar Lal Rampal Dye-Chem Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shankar-lal-rampal-dye-chem-SRD?checklist=basic
SHANKARA,Shankara Building Products Ltd,Industrials,Smallcap,High Risk,good,https://www.tickertape.in/stocks/shankara-building-products-SHAB?checklist=basic
SHANTAI,Shantai Industries Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shantai-industries-SHANT?checklist=basic
SHANTIGEAR,Shanthi Gears Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shanthi-gears-SHNT?checklist=basic
SEIL,Shanti Educational Initiatives Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shanti-educational-initiatives-SEI?checklist=basic
SHANTI,Shanti Overseas India Ltd,Consumer Staples,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shanti-overseas-india-SNTI?checklist=basic
SHARDFI,Sharad Fibres and Yarn Processors Ltd,Consumer Discretionary,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/sharad-fibres-and-yarn-processors-SHARD?checklist=basic
SIPTL,Sharanam Infraproject and Trading Ltd,N/A,nocap,Low Risk,bad,https://www.tickertape.in/stocks/sharanam-infraproject-and-trading-SIPT?checklist=basic
SHINDL,Sharat Industries Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sharat-industries-SHART?checklist=basic
SHARDACROP,Sharda Cropchem Ltd,Materials,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/sharda-cropchem-SHCR?checklist=basic
SHRDAIS,Sharda Ispat Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sharda-ispat-SHRD?checklist=basic
SHARDAMOTR,Sharda Motor Industries Ltd,Consumer Discretionary,Smallcap,High Risk,good,https://www.tickertape.in/stocks/sharda-motor-industries-SHAD?checklist=basic
SHARDUL,Shardul Securities Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shardul-securities-SHRIY?checklist=basic
SHAREINDIA,Share India Securities Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/share-india-securities-SCAC?checklist=basic
SHARIKA,Sharika Enterprises Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/sharika-enterprises-SHA?checklist=basic
SHARP,Sharp India Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sharp-india-KALY?checklist=basic
SHARPINV,Sharp Investments Ltd,N/A,nocap,High Risk,bad,https://www.tickertape.in/stocks/sharp-investments-SHAR?checklist=basic
SHASHANK,Shashank Traders Ltd,Consumer Discretionary,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shashank-traders-SHASH?checklist=basic
SHASHIJIT,Shashijit Infraprojects Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shashijit-infraprojects-SHAS?checklist=basic
SHAHCON,Shaw Construction Pvt Ltd,N/A,nocap,Low Risk,bad,https://www.tickertape.in/stocks/shah-construction-company-SHAHC?checklist=basic
SFL,Sheela Foam Ltd,Consumer Discretionary,Smallcap,Low Risk,good,https://www.tickertape.in/stocks/sheela-foam-SHEF?checklist=basic
SCPL,Sheetal Cool Products Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sheetal-cool-products-SCP?checklist=basic
SHEETAL,Sheetal Diamonds Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sheetal-diamonds-SHEET?checklist=basic
SPYL,Shekhawati Poly-Yarn Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shekhawati-poly-yarn-SHEK?checklist=basic
SIPL,Shelter Infra Projects Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shelter-infra-projects-SIP?checklist=basic
SHEMAROO,Shemaroo Entertainment Ltd,Communication Services,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shemaroo-entertainment-SHEM?checklist=basic
ZSHERAPR,Sheraton Properties and Finance Ltd,Real Estate,nocap,Low Risk,bad,https://www.tickertape.in/stocks/sheraton-properties-and-finance-ZSH?checklist=basic
SHERVANI,Shervani Industrial Syndicate Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shervani-industrial-syndicate-SHER?checklist=basic
SHESHAINDS,Sheshadri Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/sheshadri-industries-SHE?checklist=basic
SHETR,Shetron Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shetron-SHET?checklist=basic
SHIKHARLETR,Shikhar Leasing and Trading Ltd,N/A,nocap,Low Risk,bad,https://www.tickertape.in/stocks/shikhar-leasing-and-trading-SHIK?checklist=basic
SHILCTECH,Shilchar Technologies Ltd,Information Technology,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shilchar-technologies-SHIL?checklist=basic
SHILGRAVQ,Shilp Gravures Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shilp-gravures-SHILG?checklist=basic
SHILPAMED,Shilpa Medicare Ltd,Health Care,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shilpa-medicare-SHME?checklist=basic
SHILPI,Shilpi Cable Technologies Ltd,Communication Services,nocap,High Risk,bad,https://www.tickertape.in/stocks/shilpi-cable-technologies-SHIC?checklist=basic
SHINEFASH,Shine Fashions (India) Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shine-fashions-india-SHIN?checklist=basic
SHIRPUR-G,Shirpur Gold Refinery Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shirpur-gold-refinery-SHGR?checklist=basic
SHISHIND,Shish Industries Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shish-industries-SHI?checklist=basic
SHIVAUM,Shiv Aum Steels Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shiv-aum-steels-SHVU?checklist=basic
SHIVKAMAL,Shiv Kamal Impex Ltd,Financials,nocap,High Risk,bad,https://www.tickertape.in/stocks/shiv-kamal-impex-SHIVK?checklist=basic
SHIVACEM,Shiva Cement Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shiva-cement-SHIVC?checklist=basic
SHIVAAGRO,Shiva Global Agro Industries Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shiva-global-agro-industries-SHIVG?checklist=basic
SHIVAEXPO,Shiva Granito Export Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shiva-granito-export-SHIV?checklist=basic
SHIVAMILLS,Shiva Mills Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shiva-mills-SVAM?checklist=basic
SHVSUIT,Shiva Suitings Ltd,Consumer Discretionary,nocap,Low Risk,bad,https://www.tickertape.in/stocks/shiva-suitings-SHVS?checklist=basic
SHIVATEX,Shiva Texyarn Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shiva-texyarn-SHTE?checklist=basic
SHIVAGR,Shivagrico Implements Ltd,Industrials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shivagrico-implements-SHIVR?checklist=basic
SHBCLQ,Shivalik Bimetal Controls Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shivalik-bimetal-controls-SHBC?checklist=basic
SHIVALIK,Shivalik Rasayan Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shivalik-rasayan-SHIVL?checklist=basic
SHIVAMAUTO,Shivam Autotech Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shivam-autotech-SHAU?checklist=basic
SHIVA,Shivansh Finserve Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shivansh-finserve-SHIVA?checklist=basic
SICLTD,Shivom Investment and Consultancy Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shiv-om-invesment-and-consultancy-SIC?checklist=basic
SHOPERSTOP,Shoppers Stop Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shoppers-stop-SHOP?checklist=basic
SHRADHA,Shradha Infraprojects Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shradha-infraprojects-SHDH?checklist=basic
SAPPL,Shree Ajit Pulp and Paper Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-ajit-pulp-and-paper-SAPP?checklist=basic
SBFL,Shree Bhavya Fabrics Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-bhavya-fabrics-SBF?checklist=basic
SHBHAWPA,Shree Bhawani Paper Mills Ltd,Materials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/shree-bhawani-paper-mills-SHBH?checklist=basic
SHREECEM,Shree Cement Ltd,Materials,Largecap,Low Risk,bad,https://www.tickertape.in/stocks/shree-cement-SHCM?checklist=basic
SHREDIGCEM,Shree Digvijay Cement Co Ltd,Materials,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/shree-digvijay-cement-co-SRDC?checklist=basic
SHREEGANES,Shree Ganesh BioTech India Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-ganesh-biotech-india-SHRE?checklist=basic
SHGANEL,Shree Ganesh Elastoplast Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-ganesh-elastoplast-SHG?checklist=basic
SGRL,Shree Ganesh Remedies Ltd,Health Care,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shree-ganesh-remedies-SGR?checklist=basic
SHRGLTR,Shree Global Tradefin Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-global-tradefin-SHRG?checklist=basic
SHHARICH,Shree Hari Chemicals Export Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-hari-chemicals-export-SHH?checklist=basic
SHKARTP,Shree Karthik Papers Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/shree-karthik-papers-SHKA?checklist=basic
SKIFL,Shree Krishna Infrastructure Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/shree-krishna-infrastructure-SKIF?checklist=basic
